EIS,SFC_Kerosene
1967.112801,24.47716077
1966.000829,22.97415268
1969.990516,22.98469712
1985.068329,21.19763367
1993.051903,21.59442946
2003.059987,21.15116337
2001.088512,19.73699669
2008.050825,19.74803097
1992.087435,19.29059821
